Text,label
"Kuch waqt guzrega, jazbaat thande hona.",Non Criminal
Selfish people live for themselves.,Non Criminal
The name of the village was Kalan.,Non Criminal
But Allah helped me.,Non Criminal
which did not require the knowledge of any operating system.,Non Criminal
How will they do this difficult task?,Non Criminal
Chulha aise hi hote hain.,Non Criminal
But have you ever thought about it?,Non Criminal
Har shafs aur koi nahi.,Non Criminal
How dare you abuse my brother?,Non Criminal
Nawaz Sharif is coming up with a new introduction.,Non Criminal
There are many luxuries in London's flats.,Non Criminal
Shaheen will play against Northamptonshire in the second practice match.,Non Criminal
Why is Pakistan's top order failing against a team like Zimbabwe?,Non Criminal
Mariam Aurangzeb Tanha Jo Makhi Ladai Lad Rahi Hain,Non Criminal
and Safiya's house was in Dara-e-Osama.,Non Criminal
hum bhi waha gaye,Non Criminal
Tamal,Non Criminal
This is a debate after all.,Non Criminal
I hope everything goes well.,Non Criminal
Where is the library?,Non Criminal
FBR and Turkish Tax Authorities had an MOU.,Non Criminal
Jazba nahi jaga Khan sahib ne America mein alaan,Non Criminal
It is better not to take their name.,Non Criminal
and to fiercely rely on the oppressor to keep him at bay.'',Non Criminal
Shehzad Roy was interested in playing the role of Manfi.,Non Criminal
I do a lot of things in my free time.,Non Criminal
He also became the Nawab of the protestors.,Non Criminal
that the experts on the channels have also completed the post-mortem of the national team.,Non Criminal
the agencies.,Non Criminal
It is understood that the final decision will be taken.,Non Criminal
I get scared easily.,Non Criminal
What were the bases to be hidden in the lawyer whose documents,Non Criminal
No one can escape them. Now every city is Karachi.,Non Criminal
Addakara Shameem Ara intikal kar gayi.,Non Criminal
Duniya Ne Is Raaz Ko Jaan Liya Hai,Non Criminal
He was in search.,Non Criminal
The Prime Minister has called for a meeting of the Economic Relations Committee.,Non Criminal
He spends his days trying to be a role model for other leaders.,Non Criminal
"On the second day, Zimbabwe was given the opportunity to celebrate.",Non Criminal
Allah In Ki Madad Kare,Non Criminal
You.,Non Criminal
Mian Nawaz Sharif ko kahna to yeh chahiye.,Non Criminal
To nape tule andaz se,Non Criminal
"Today, we have the knowledge of both levels.",Non Criminal
What day is it today?,Non Criminal
"Wazir-e-Azam Khan, Dan-e-Sharifiyah se nahin.",Non Criminal
Because with the change of seasons,Non Criminal
toh sab barbaad hoon.,Non Criminal
I get colorful books of my choice,Non Criminal
"So, aise hi chale.",Non Criminal
We're normal as gaatkin,Non Criminal
Kuch sabak People's Party se hi seekh rahein.,Non Criminal
Show khatam hota hai.,Non Criminal
Some other solution stops the progress on the Samadhi level.,Non Criminal
Ek Zamana Tha,Non Criminal
This is the exchangeable standard of reforms.,Non Criminal
The second level of knowledge is scientific knowledge.,Non Criminal
The bulb is not working.,Non Criminal
Aadhaar Kaari Khaaf Naag Thi,Non Criminal
Zidoor was waiting for his labour,Non Criminal
Have you forgotten the day when I beat you up?,Non Criminal
when the public will have a practical relationship with politicians.,Non Criminal
Japanese people's psyche,Non Criminal
Kangu Kinshasa,Non Criminal
"In fact, there are 5 specialists, batsmen and 10 other players in it.",Non Criminal
Was she looking at me from a distance?,Non Criminal
Pak-Bharat has failed to develop a good relationship with the cricket world.,Non Criminal
We used to go two steps back.,Non Criminal
It is well known that Palestine is a battlefield.,Non Criminal
A good leader can be proven.,Non Criminal
Let me.,Non Criminal
Learn something from this,Non Criminal
"To make someone wear a necklace, fragrant flowers are used.",Non Criminal
I feel very little emotions.,Non Criminal
I will be taking the award for best player of MotoGP UFA,Non Criminal
Thank you for watching.,Non Criminal
It will do the wrong thing.,Non Criminal
Then the meaning of Dhyanat should be changed in the dictionary,Non Criminal
"Now the situation is that Anwar Sharif has gone, so one more status quo",Non Criminal
Rang La Sakegi,Non Criminal
more due to Africa.,Non Criminal
which were not even in anyone's wildest dreams.,Non Criminal
Juno be your up,Non Criminal
"Then the matter is not partial, it is a matter of mutual understanding.",Non Criminal
Corona Ka Philao,Non Criminal
It wasn't like that.,Non Criminal
with an earthquake.,Non Criminal
Fada Khair Kare,Non Criminal
so one day one team has been with us,Non Criminal
It is evident that this will only be possible with the support of the opposition.,Non Criminal
Today it is in the hands of Imran Khan and Zardari Sahib.,Non Criminal
Abusing is a sin!,Non Criminal
yeh waqt hai,Non Criminal
Does he know that Artaqa accepts the tradition?,Non Criminal
How long have you been living here?,Non Criminal
I refuse to come to the Pulse.,Non Criminal
"from heretofore, to give priority to security, and to do what's best, for the sake of my brothers, and of the whole humanity.",Non Criminal
It has not been able to take the place of the secret organization.,Non Criminal
which were not even in anyone's wildest dreams.,Non Criminal
One is that the Urdu language has become a stranger in the society.,Non Criminal
I am sure that I am better than others.,Non Criminal
,Non Criminal
Check them out.,Non Criminal
Respect for this is also necessary.,Non Criminal
"Under the leadership of Prime Minister Imran Khan, Pakistan is moving in the right direction.",Non Criminal
I had said that I have brought it from this world.,Non Criminal
and suitable for growing plants in hot areas.,Non Criminal
"He tried seven times, only five.",Non Criminal
Fiji,Non Criminal
"Since not the open tennis title, Roger Federer of Switzerland has won.",Non Criminal
The fourth match of April will be played in Pakistan and Zimbabwe today.,Non Criminal
I am something else.,Non Criminal
In 하기 dakika made it even difficult but difficult comes with try and error.,Non Criminal
there is no doubt about it,Non Criminal
"Due to the blessing of democracy, but the possibility of it has been reduced.",Non Criminal
"No telephone, no electricity.",Non Criminal
"At present, 6% of the residents of Gaza are Christians.",Non Criminal
The animals slaughtered here,Non Criminal
Mianwa Shree,Non Criminal
The reason for this is the same.,Non Criminal
Wawad Keethi,Non Criminal
"After breakfast, everything is ready.",Non Criminal
Bhutan ka Vakth,Non Criminal
Sunlight in places,Non Criminal
The silence was such that the wind could not be heard.,Non Criminal
Jisam ko damte hain.,Non Criminal
E tēnā anō kānehi!,Non Criminal
Naag Ke Dehli,Non Criminal
There is opposition in the East and we are against it.,Non Criminal
America took Gen. Eric Baldy in Formula Electric Race.,Non Criminal
"Milk, Ghee, Potatoes and Tomatoes have become expensive.",Non Criminal
"If this also turns out to be useless, then what will happen next?",Non Criminal
,Non Criminal
... ... ... ... ... ...,Non Criminal
But where was the arrangement of the boat?,Non Criminal
In a journey of about one hour,Non Criminal
Only time will tell.,Non Criminal
"For this, political parties need to be strengthened.",Non Criminal
I like to start new things,Non Criminal
Don't speak too much.,Non Criminal
Bye-bye.,Non Criminal
Australian Central Daylight Time,Non Criminal
Ustad aage hain?,Non Criminal
Come Rose,Non Criminal
It's Grahti again.,Non Criminal
It's.,Non Criminal
This week doesn't go like this.,Non Criminal
which was successful in a year of waiting,Non Criminal
"So, Allo, your website has been alerted by RAA that the data of their registered sarpine has been confirmed.",Non Criminal
The weakness of memory has always been worth it.,Non Criminal
I also started smiling,Non Criminal
There is adulteration in everything.,Non Criminal
Very good. Azwar ka mausam gharam ka waqt.,Non Criminal
Galatia,Non Criminal
We were being shelled from all sides.,Non Criminal
I think this nation has lost this story.,Non Criminal
This medicine is very bitter.,Non Criminal
S4G License,Non Criminal
Clean your teeth.,Non Criminal
烤یوں کرکا می کی جا رہی ہے,Non Criminal
I get frustrated very quickly,Non Criminal
I am misinterpreting the facts.,Non Criminal
We stayed in a very nice hotel,Non Criminal
,Non Criminal
Shabbat shalom.,Non Criminal
The youth will be able to show their political charisma.,Non Criminal
Railway employees are required to pay their salaries before Eid-ul-Adha.,Non Criminal
hope you guys had a good day,Non Criminal
FBR has shooting power,Non Criminal
I'm,Non Criminal
Pakistani workers have also decided to issue a visa to Kuwait as per the agreement.,Non Criminal
Pay attention to this issue.,Non Criminal
The Supreme Court has now dismissed this case.,Non Criminal
Allah Ta'ala,Non Criminal
Because they will cool down by themselves.,Non Criminal
mwah,Non Criminal
wo apni umar se chota lagta hai.,Non Criminal
I think you.,Non Criminal
Please pay attention to this issue.,Non Criminal
When we insist on a mistake and repeat it,Non Criminal
We have seen many modern ideologies being irrelevant.,Non Criminal
Crochet Yarn,Non Criminal
Inter-Bankment Dollars 4 Rupees Expensive,Non Criminal
There are some films during this time.,Non Criminal
Punjab Revenue Authority,Non Criminal
But no one remembered the martyrdom of these soldiers.,Non Criminal
who are artistic.,Non Criminal
The main injury ka shikar ho ka Asia kap se baahir.,Non Criminal
zamanah badal jaayega,Non Criminal
French Guiana,Non Criminal
Doob marne ka koi maqam hai.,Non Criminal
I can solve complicated problems.,Non Criminal
What was Jihad supposed to be like in Afghanistan?,Non Criminal
to dil ke vairano ko waadiye kul mein badal doti hai,Non Criminal
Ameer-e-Muhtarim has decided,Non Criminal
Assalamuiah.,Non Criminal
No one can say with certainty what is going to happen.,Non Criminal
The answer to this question can be given at this time in Aswad.,Non Criminal
The stuff of spirituality was lying in the car.,Non Criminal
I am in my house right now. Why? Is everything okay?,Non Criminal
"In a hurry, he left the door open.",Non Criminal
Their ayat dhruvst ayat.,Non Criminal
This is that field.,Non Criminal
"In fact, in Bamiyan, by digging the entire mountain of the plant",Non Criminal
There was no way to measure the body temperature of the customers.,Non Criminal
and come back in the morning after doing the search and spotter.,Non Criminal
I left home in the morning.,Non Criminal
"I request the help of Banju Saaz's expert teacher, Akal Mir.",Non Criminal
What are the requirements of faith on these?,Non Criminal
I am afraid of this.,Non Criminal
Isse kya hasaab barabar ho jata hai?,Non Criminal
He was the Imam and Muqtadi of the Iranian Revolution.,Non Criminal
Eiskandar Mirza.,Non Criminal
"In Saudi Arabia, on Sunday, May 23, the number of new coronavirus cases fell to less than 1,000.",Non Criminal
Asim is trying to woo a girl.,Non Criminal
"In this case, the lexicon only works as a historical reference.",Non Criminal
See the neelos dancing,Non Criminal
This beautiful valley is famous for its beautiful views.,Non Criminal
to munasib baqt par.,Non Criminal
"In Japan, the pager service is being shut down after 25 years.",Non Criminal
a school or a hospital or a police station.,Non Criminal
Shwem Malik Duniya Ke,Non Criminal
Thank you for helping me.,Non Criminal
There is a market in front.,Non Criminal
So who will be responsible for such thinking?,Non Criminal
No fatwa will be given.,Non Criminal
Voice of America.,Non Criminal
Film's producer is Aditya Chopra.,Non Criminal
The post-programme talks between Pakistan and the IMF have begun.,Non Criminal
Jhoomti chali jaati,Non Criminal
Don't talk back to me.,Non Criminal
It has been shut down.,Non Criminal
"If Misbah retires from Test Cricket, then Captain Azhar Ali should be made Shahid Afridi.",Non Criminal
For what? For what big goal?,Non Criminal
"Despite this, the recognition of your art is among the common people.",Non Criminal
Beech Mein Tang Mat Adao,Non Criminal
Let's divide this branch on which our nest is established.,Non Criminal
